"","Title","Developer","Publisher","Region","Release","Date","Month","Year","System","Generation"
"6517","Expert","Nihon Bussan","Nihon Bussan","Japan","May 31, 1996",1996-05-31,5,1996,"PS1","5th"
"6518","Explosive Racing / X.Racing (JP)","Toka","FunsoftPALNichibutsuJP","Japan","February 11, 1998",1998-02-11,2,1998,"PS1","5th"
"6519","Explosive Racing / X.Racing (JP)","Toka","FunsoftPALNichibutsuJP","PAL","December 5, 1997",1997-12-05,12,1997,"PS1","5th"
"6520","Extra Bright","To One","ASCII Entertainment","Japan","December 6, 1996",1996-12-06,12,1996,"PS1","5th"
"6521","Extreme 500","Ascaron","THQ","PAL","March 15, 2000",2000-03-15,3,2000,"PS1","5th"
"6522","Extreme Ghostbusters: Ultimate Invasion","Similis","LSP","PAL","March 2004",NA,3,2004,"PS1","5th"
"6523","Extreme Go-Kart Racing","Now Production","Agetec","Japan","February 20, 2003",2003-02-20,2,2003,"PS1","5th"
"6524","Extreme Go-Kart Racing","Now Production","Agetec","North_America","September 22, 2003",2003-09-22,9,2003,"PS1","5th"
"6525","Extreme Pinball","Epic Games","Electronic Arts","North_America","March 28, 1996",1996-03-28,3,1996,"PS1","5th"
"6526","Extreme Pinball","Epic Games","Electronic Arts","PAL","April 1996",NA,4,1996,"PS1","5th"
"6527","Extreme Power","Profire","CS","Japan","May 31, 1996",1996-05-31,5,1996,"PS1","5th"
"6528","F-1 Grand Prix 1996: Team Unei Simulation","Tomcat System","Coconuts Japan","Japan","January 17, 1997",1997-01-17,1,1997,"PS1","5th"
"6529","F1 2000","Visual Sciences","Electronic Arts","Japan","January 6, 2000",2000-01-06,1,2000,"PS1","5th"
"6530","F1 2000","Visual Sciences","Electronic Arts","North_America","March 31, 2000",2000-03-31,3,2000,"PS1","5th"
"6531","F1 2000","Visual Sciences","Electronic Arts","PAL","June 10, 2000",2000-06-10,6,2000,"PS1","5th"
"6532","F1 Championship Season 2000","Visual Sciences","Electronic Arts","North_America","September 30, 2000",2000-09-30,9,2000,"PS1","5th"
"6533","F1 Championship Season 2000","Visual Sciences","Electronic Arts","PAL","November 24, 2000",2000-11-24,11,2000,"PS1","5th"
"6534","F1 Racing Championship","Ubisoft","Video System","North_America","October 11, 2000",2000-10-11,10,2000,"PS1","5th"
"6535","F1 Racing Championship","Ubisoft","Video System","PAL","April 30, 2000",2000-04-30,4,2000,"PS1","5th"
"6536","F1 World Grand Prix 2000","Eutechnyx","Eidos Interactive","PAL","March 23, 2001",2001-03-23,3,2001,"PS1","5th"
"6537","F1 World Grand Prix: 1999 Season","Lankhor, Video System","Eidos Interactive","North_America","March 30, 2001",2001-03-30,3,2001,"PS1","5th"
"6538","F1 World Grand Prix: 1999 Season","Lankhor, Video System","Eidos Interactive","PAL","2001",NA,NA,2001,"PS1","5th"
"6539","FA Manager","Krisalis Software","Eidos Interactive","PAL","September 8, 2000",2000-09-08,9,2000,"PS1","5th"
"6540","FA Premier League Stars","Electronic Arts, Software Creations (PAL)","Electronic Arts","PAL","1999",NA,NA,1999,"PS1","5th"
"6541","FA Premier League Stars 2001","Electronic Arts","Electronic Arts","PAL","2000",NA,NA,2000,"PS1","5th"
"6542","Fade to Black","Delphine Software","Electronic Arts","Japan","May 2, 1997",1997-05-02,5,1997,"PS1","5th"
"6543","Fade to Black","Delphine Software","Electronic Arts","North_America","June 28, 1996",1996-06-28,6,1996,"PS1","5th"
"6544","Fade to Black","Delphine Software","Electronic Arts","PAL","July 1996",NA,7,1996,"PS1","5th"
"6545","Faire Games: Language Arts","Lightspan","Lightspan","North_America","1998",NA,NA,1998,"PS1","5th"
"6546","Faire Games: Mathematics","Lightspan","Lightspan","North_America","1998",NA,NA,1998,"PS1","5th"
"6547","Falcata","Gust","Gust","Japan","June 23, 1995",1995-06-23,6,1995,"PS1","5th"
"6548","Family Bowling","Nihon Bussan","Nihon Bussan","Japan","August 6, 1998",1998-08-06,8,1998,"PS1","5th"
"6549","Family Card Game Fun Pack / Card Shark (PAL) / Trump Shiyouyo!JP / Trump Shiyouyo! Fukkoku-ban (JP)","Bottom Up","Mud Duck ProductionsMidas Interactive EntertainmentPALBottom UpJPPure SoundJP","Japan","October 15, 1998",1998-10-15,10,1998,"PS1","5th"
"6550","Family Card Game Fun Pack / Card Shark (PAL) / Trump Shiyouyo!JP / Trump Shiyouyo! Fukkoku-ban (JP)","Bottom Up","Mud Duck ProductionsMidas Interactive EntertainmentPALBottom UpJPPure SoundJP","North_America","September 26, 2002",2002-09-26,9,2002,"PS1","5th"
"6551","Family Card Game Fun Pack / Card Shark (PAL) / Trump Shiyouyo!JP / Trump Shiyouyo! Fukkoku-ban (JP)","Bottom Up","Mud Duck ProductionsMidas Interactive EntertainmentPALBottom UpJPPure SoundJP","PAL","February 16, 2001",2001-02-16,2,2001,"PS1","5th"
"6552","Family Chess","Magnolia","Magnolia","Japan","March 20, 2002",2002-03-20,3,2002,"PS1","5th"
"6553","Family Connection Demonstration","Lightspan","Lightspan","North_America","1998",NA,NA,1998,"PS1","5th"
"6554","Family Diamond","Magnolia","Magnolia","Japan","January 24, 2002",2002-01-24,1,2002,"PS1","5th"
"6555","Family Feud","Artech Studios","Hasbro Interactive","North_America","October 16, 2000",2000-10-16,10,2000,"PS1","5th"
"6556","Family Game Pack","The 3DO Company","The 3DO Company","North_America","March 14, 2000",2000-03-14,3,2000,"PS1","5th"
"6557","Family Games Compendium","Interactive Entertainment","Midas Interactive Entertainment","PAL","June 30, 2001",2001-06-30,6,2001,"PS1","5th"
"6558","Family Gunjin Shogi","Magnolia","Magnolia","Japan","March 20, 2002",2002-03-20,3,2002,"PS1","5th"
"6559","Family Igo 2","Magnolia","Magnolia","Japan","November 21, 2002",2002-11-21,11,2002,"PS1","5th"
"6560","Family Igo: Super Strong","Magnolia","Magnolia","Japan","January 24, 2002",2002-01-24,1,2002,"PS1","5th"
"6561","Family Mahjong 2","Magnolia","Magnolia","Japan","November 21, 2002",2002-11-21,11,2002,"PS1","5th"
"6562","Family Shogi: Super Strong","Magnolia","Magnolia","Japan","January 24, 2002",2002-01-24,1,2002,"PS1","5th"
"6563","FamiRes e Youkosou!","Bec","Bec","Japan","November 5, 1998",1998-11-05,11,1998,"PS1","5th"
"6564","Fantastep","Jaleco","Jaleco","Japan","April 25, 1997",1997-04-25,4,1997,"PS1","5th"
"6565","Fantastic Fortune","Fujitsu","CyberFront","Japan","May 24, 2001",2001-05-24,5,2001,"PS1","5th"
"6566","Fantastic Four","Acclaim","Acclaim","Japan","February 19, 1998",1998-02-19,2,1998,"PS1","5th"
"6567","Fantastic Four","Acclaim","Acclaim","North_America","September 30, 1997",1997-09-30,9,1997,"PS1","5th"
"6568","Fantastic Four","Acclaim","Acclaim","PAL","August 1997",NA,8,1997,"PS1","5th"
"6569","Fantastic Pinball Kyuutenkai","Technosoft","Technosoft","Japan","March 31, 1995",1995-03-31,3,1995,"PS1","5th"
"6570","Farland Saga: Toki no Michishirube","TGL","TGL","Japan","April 28, 1999",1999-04-28,4,1999,"PS1","5th"
"6571","Farland Story: Yottsu no Fuuin","TGL","TGL","Japan","November 27, 1997",1997-11-27,11,1997,"PS1","5th"
"6572","Fatal Fury: Wild Ambition","SNK","SNK","Japan","June 24, 1999",1999-06-24,6,1999,"PS1","5th"
"6573","Fatal Fury: Wild Ambition","SNK","SNK","North_America","November 30, 1999",1999-11-30,11,1999,"PS1","5th"
"6574","Favorite Dear","NEC Interchannel","NEC Interchannel","Japan","February 25, 1999",1999-02-25,2,1999,"PS1","5th"
"6575","Favorite Dear: Enkan no Monogatari","NEC Interchannel","NEC Interchannel","Japan","September 27, 2001",2001-09-27,9,2001,"PS1","5th"
"6576","Favorite Dear: Junpaku no Yogensha","NEC Interchannel","NEC Interchannel","Japan","December 7, 2000",2000-12-07,12,2000,"PS1","5th"
"6577","Fear Effect","Kronos Digital Entertainment","Eidos Interactive","North_America","February 24, 2000",2000-02-24,2,2000,"PS1","5th"
"6578","Fear Effect","Kronos Digital Entertainment","Eidos Interactive","PAL","August 3, 2000",2000-08-03,8,2000,"PS1","5th"
"6579","Fear Effect 2: Retro Helix","Kronos Digital Entertainment","Eidos Interactive","North_America","February 21, 2001",2001-02-21,2,2001,"PS1","5th"
"6580","Fear Effect 2: Retro Helix","Kronos Digital Entertainment","Eidos Interactive","PAL","March 23, 2001",2001-03-23,3,2001,"PS1","5th"
"6581","FEDA 2: White Surge the Platoon","Max Entertainment","Yanoman","Japan","April 18, 1997",1997-04-18,4,1997,"PS1","5th"
"6582","Felony 11-79","Climax Entertainment","ASCII Entertainment","Japan","May 23, 1997",1997-05-23,5,1997,"PS1","5th"
"6583","Felony 11-79","Climax Entertainment","ASCII Entertainment","North_America","August 31, 1997",1997-08-31,8,1997,"PS1","5th"
"6584","Felony 11-79","Climax Entertainment","ASCII Entertainment","PAL","December 1997",NA,12,1997,"PS1","5th"
"6585","Fever","Ichikawa","Ichikawa","Japan","November 11, 1999",1999-11-11,11,1999,"PS1","5th"
"6586","Fever 2","ICS","ICS","Japan","May 2, 2000",2000-05-02,5,2000,"PS1","5th"
"6587","Fever 3","ICS","ICS","Japan","November 2, 2000",2000-11-02,11,2000,"PS1","5th"
"6588","Fever 4","ICS","ICS","Japan","March 8, 2001",2001-03-08,3,2001,"PS1","5th"
"6589","Fever 5","ICS","ICS","Japan","September 20, 2001",2001-09-20,9,2001,"PS1","5th"
"6590","FIFA 2000","EA Canada","Electronic Arts","North_America","October 9, 1999",1999-10-09,10,1999,"PS1","5th"
"6591","FIFA 2000","EA Canada","Electronic Arts","PAL","November 1999",NA,11,1999,"PS1","5th"
"6592","FIFA 2001","EA Canada","Electronic Arts","North_America","November 14, 2000",2000-11-14,11,2000,"PS1","5th"
"6593","FIFA 2001","EA Canada","Electronic Arts","PAL","November 3, 2000",2000-11-03,11,2000,"PS1","5th"
"6594","FIFA 2002","EA Canada","Electronic Arts","North_America","November 1, 2001",2001-11-01,11,2001,"PS1","5th"
"6595","FIFA 2002","EA Canada","Electronic Arts","PAL","November 2, 2001",2001-11-02,11,2001,"PS1","5th"
"6596","FIFA 2005","EA Canada","Electronic Arts","North_America","October 12, 2004",2004-10-12,10,2004,"PS1","5th"
"6597","FIFA 2005","EA Canada","Electronic Arts","PAL","October 15, 2004",2004-10-15,10,2004,"PS1","5th"
"6598","FIFA 96","EA Canada","Electronic Arts","North_America","November 22, 1995",1995-11-22,11,1995,"PS1","5th"
"6599","FIFA 96","EA Canada","Electronic Arts","PAL","December 1995",NA,12,1995,"PS1","5th"
"6600","FIFA 97","EA Canada","Electronic Arts","Japan","June 20, 1997",1997-06-20,6,1997,"PS1","5th"
"6601","FIFA 97","EA Canada","Electronic Arts","North_America","November 30, 1996",1996-11-30,11,1996,"PS1","5th"
"6602","FIFA 97","EA Canada","Electronic Arts","PAL","November 1996",NA,11,1996,"PS1","5th"
"6603","FIFA 99","EA Canada","Electronic Arts","Japan","August 26, 1999",1999-08-26,8,1999,"PS1","5th"
"6604","FIFA 99","EA Canada","Electronic Arts","North_America","November 30, 1998",1998-11-30,11,1998,"PS1","5th"
"6605","FIFA 99","EA Canada","Electronic Arts","PAL","December 8, 1998",1998-12-08,12,1998,"PS1","5th"
"6606","FIFA Football 2003","EA Canada","Electronic Arts","North_America","November 11, 2002",2002-11-11,11,2002,"PS1","5th"
"6607","FIFA Football 2003","EA Canada","Electronic Arts","PAL","November 1, 2002",2002-11-01,11,2002,"PS1","5th"
"6608","FIFA Football 2004","EA Canada","Electronic Arts","North_America","November 4, 2003",2003-11-04,11,2003,"PS1","5th"
"6609","FIFA Football 2004","EA Canada","Electronic Arts","PAL","October 24, 2003",2003-10-24,10,2003,"PS1","5th"
"6610","FIFA: Road to World Cup 98","EA Canada","Electronic Arts","North_America","December 1997",NA,12,1997,"PS1","5th"
"6611","FIFA: Road to World Cup 98","EA Canada","Electronic Arts","PAL","November 1997",NA,11,1997,"PS1","5th"
"6612","Fighter's Impact","Taito Corporation","Taito Corporation","Japan","April 25, 1997",1997-04-25,4,1997,"PS1","5th"
"6613","Fighter Maker / 3D Kakutou Tsukuru (JP)","ASCII Entertainment","Agetec Inc., ASCII EntertainmentJP","Japan","July 30, 1998",1998-07-30,7,1998,"PS1","5th"
"6614","Fighter Maker / 3D Kakutou Tsukuru (JP)","ASCII Entertainment","Agetec Inc., ASCII EntertainmentJP","North_America","May 31, 1999",1999-05-31,5,1999,"PS1","5th"
"6615","Fighter Maker / 3D Kakutou Tsukuru (JP)","ASCII Entertainment","Agetec Inc., ASCII EntertainmentJP","PAL","1999",NA,NA,1999,"PS1","5th"
"6616","Fighting Eyes","Bandit","Solan","Japan","December 17, 1998",1998-12-17,12,1998,"PS1","5th"
"6617","Fighting Force / Metal Fist (JP)","Core Design","Eidos Interactive","Japan","January 15, 1998",1998-01-15,1,1998,"PS1","5th"
"6618","Fighting Force / Metal Fist (JP)","Core Design","Eidos Interactive","North_America","October 31, 1997",1997-10-31,10,1997,"PS1","5th"
"6619","Fighting Force / Metal Fist (JP)","Core Design","Eidos Interactive","PAL","November 1997",NA,11,1997,"PS1","5th"
"6620","Fighting Force 2","Core Design","Eidos Interactive","North_America","November 30, 1999",1999-11-30,11,1999,"PS1","5th"
"6621","Fighting Force 2","Core Design","Eidos Interactive","PAL","December 1999",NA,12,1999,"PS1","5th"
"6622","Fighting Illusion K-1 GP 2000","Daft","Xing Entertainment","Japan","October 5, 2000",2000-10-05,10,2000,"PS1","5th"
"6623","Fighting Illusion V: K-1 Grand Prix '99","Daft","Xing Entertainment","Japan","September 30, 1999",1999-09-30,9,1999,"PS1","5th"
"6624","Fighting Network RINGS","Naxat Soft","Naxat Soft","Japan","August 7, 1997",1997-08-07,8,1997,"PS1","5th"
"6625","Final Doom","Williams Entertainment","GT Interactive","North_America","October 1, 1996",1996-10-01,10,1996,"PS1","5th"
"6626","Final Doom","Williams Entertainment","GT Interactive","PAL","October 2, 1997",1997-10-02,10,1997,"PS1","5th"
"6627","Final Fantasy I / Final Fantasy OriginsPALNA","Square","Squaresoft","Japan","October 31, 2002",2002-10-31,10,2002,"PS1","5th"
"6628","Final Fantasy I / Final Fantasy OriginsPALNA","Square","Squaresoft","North_America","October 31, 2002",2002-10-31,10,2002,"PS1","5th"
"6629","Final Fantasy I / Final Fantasy OriginsPALNA","Square","Squaresoft","PAL","October 31, 2002",2002-10-31,10,2002,"PS1","5th"
"6630","Final Fantasy II / Final Fantasy OriginsPALNA","Square","Square","Japan","October 31, 2002",2002-10-31,10,2002,"PS1","5th"
"6631","Final Fantasy II / Final Fantasy OriginsPALNA","Square","Square","North_America","October 31, 2002",2002-10-31,10,2002,"PS1","5th"
"6632","Final Fantasy II / Final Fantasy OriginsPALNA","Square","Square","PAL","October 31, 2002",2002-10-31,10,2002,"PS1","5th"
"6633","Final Fantasy IV","Square","Square","Japan","March 21, 1997",1997-03-21,3,1997,"PS1","5th"
"6634","Final Fantasy IX","Square","SCEEPAL, Square Co., Ltd.JP, Square Electronic ArtsUS","Japan","July 7, 2000",2000-07-07,7,2000,"PS1","5th"
"6635","Final Fantasy IX","Square","SCEEPAL, Square Co., Ltd.JP, Square Electronic ArtsUS","North_America","November 13, 2000",2000-11-13,11,2000,"PS1","5th"
"6636","Final Fantasy IX","Square","SCEEPAL, Square Co., Ltd.JP, Square Electronic ArtsUS","PAL","February 16, 2001",2001-02-16,2,2001,"PS1","5th"
"6637","Final Fantasy Tactics","SquareSoft","SquareSoftJP, SCEANA","Japan","June 20, 1997",1997-06-20,6,1997,"PS1","5th"
"6638","Final Fantasy Tactics","SquareSoft","SquareSoftJP, SCEANA","North_America","January 28, 1998",1998-01-28,1,1998,"PS1","5th"
"6639","Final Fantasy V","Square","Squaresoft","Japan","March 19, 1998",1998-03-19,3,1998,"PS1","5th"
"6640","Final Fantasy VI","Tose","SCEE","Japan","March 11, 1999",1999-03-11,3,1999,"PS1","5th"
"6641","Final Fantasy VI","Tose","SCEE","North_America","September 30, 1999",1999-09-30,9,1999,"PS1","5th"
"6642","Final Fantasy VI","Tose","SCEE","PAL","March 1, 2002",2002-03-01,3,2002,"PS1","5th"
"6643","Final Fantasy VII","Square","SCEEPAL, Square Co., Ltd.JP, SCEANA","Japan","January 31, 1997",1997-01-31,1,1997,"PS1","5th"
"6644","Final Fantasy VII","Square","SCEEPAL, Square Co., Ltd.JP, SCEANA","North_America","September 7, 1997",1997-09-07,9,1997,"PS1","5th"
"6645","Final Fantasy VII","Square","SCEEPAL, Square Co., Ltd.JP, SCEANA","PAL","November 14, 1997",1997-11-14,11,1997,"PS1","5th"
"6646","Final Fantasy VIII","Square","SCEEPAL, Square Co., Ltd.JP, Square Electronic ArtsUS","Japan","February 11, 1999",1999-02-11,2,1999,"PS1","5th"
"6647","Final Fantasy VIII","Square","SCEEPAL, Square Co., Ltd.JP, Square Electronic ArtsUS","North_America","September 9, 1999",1999-09-09,9,1999,"PS1","5th"
"6648","Final Fantasy VIII","Square","SCEEPAL, Square Co., Ltd.JP, Square Electronic ArtsUS","PAL","October 27, 1999",1999-10-27,10,1999,"PS1","5th"
"6649","Final Round","Atlus","Atlus","Japan","March 12, 1998",1998-03-12,3,1998,"PS1","5th"
"6650","Finger Flashing","Affect","Affect","Japan","July 15, 1999",1999-07-15,7,1999,"PS1","5th"
"6651","Fire Pro Wrestling: Iron Slam '96","Human Entertainment","Human Entertainment","Japan","March 15, 1996",1996-03-15,3,1996,"PS1","5th"
"6652","Fire ProWrestling G","S-Neo","Human Entertainment","Japan","June 24, 1999",1999-06-24,6,1999,"PS1","5th"
"6653","Fire Woman Matoigumi","HuneX","Tokuma Shoten","Japan","March 26, 1998",1998-03-26,3,1998,"PS1","5th"
"6654","Firebugs","Attention to Detail","Sony Computer Entertainment","PAL","October 18, 2002",2002-10-18,10,2002,"PS1","5th"
"6655","Firestorm: ThunderHawk 2 / ThunderStrike 2NA","Core Design","Core Design Victor Interactive SoftwareJP","Japan","May 24, 1996",1996-05-24,5,1996,"PS1","5th"
"6656","Firestorm: ThunderHawk 2 / ThunderStrike 2NA","Core Design","Core Design Victor Interactive SoftwareJP","North_America","December 4, 1995",1995-12-04,12,1995,"PS1","5th"
"6657","Firestorm: ThunderHawk 2 / ThunderStrike 2NA","Core Design","Core Design Victor Interactive SoftwareJP","PAL","December 4, 1995",1995-12-04,12,1995,"PS1","5th"
"6658","Firo & Klawd","Interactive Studios","BMG Interactive","Japan","June 13, 1997",1997-06-13,6,1997,"PS1","5th"
"6659","Firo & Klawd","Interactive Studios","BMG Interactive","PAL","November 1996",NA,11,1996,"PS1","5th"
"6660","First Kiss Story","HuneX","Human Entertainment","Japan","April 24, 1998",1998-04-24,4,1998,"PS1","5th"
"6661","First Queen IV: Varcia Senki","Kure","Kure","Japan","December 6, 1996",1996-12-06,12,1996,"PS1","5th"
"6662","Fish On! Bass","Pony Canyon","Pony Canyon","Japan","September 22, 1999",1999-09-22,9,1999,"PS1","5th"
"6663","Fisherman's Bait 2: Big Ol' Bass / Exciting Bass 2JP","Konami","Konami Computer Entertainment Nagoya","Japan","September 30, 1999",1999-09-30,9,1999,"PS1","5th"
"6664","Fisherman's Bait 2: Big Ol' Bass / Exciting Bass 2JP","Konami","Konami Computer Entertainment Nagoya","North_America","November 24, 1999",1999-11-24,11,1999,"PS1","5th"
"6665","Fisherman's Bait: A Bass Challenge / Exciting Bass (JP)","Konami","Konami","Japan","September 23, 1998",1998-09-23,9,1998,"PS1","5th"
"6666","Fisherman's Bait: A Bass Challenge / Exciting Bass (JP)","Konami","Konami","North_America","January 31, 1999",1999-01-31,1,1999,"PS1","5th"
"6667","Fishing Club: Boat no Tsuriken","Success","Success","Japan","August 24, 2000",2000-08-24,8,2000,"PS1","5th"
"6668","Fishing Club: Bouhatei no Tsuriken","Success","Success","Japan","August 24, 2000",2000-08-24,8,2000,"PS1","5th"
"6669","Fishing Club: Hama no Tsuriken","Success","Success","Japan","August 24, 2000",2000-08-24,8,2000,"PS1","5th"
"6670","Fishing Freaks: BassRise Plus","Bandai","Bandai","Japan","February 3, 2000",2000-02-03,2,2000,"PS1","5th"
"6671","Fishing Koushien II","A-Wave","King Records","Japan","September 22, 1999",1999-09-22,9,1999,"PS1","5th"
"6672","FIST","Genki","Imagineer","Japan","November 22, 1996",1996-11-22,11,1996,"PS1","5th"
"6673","Flamberge no Seirei","Kid","Kid","Japan","April 27, 2000",2000-04-27,4,2000,"PS1","5th"
"6674","Floating Runner","Kokopel","THQ","Japan","January 19, 1996",1996-01-19,1,1996,"PS1","5th"
"6675","Floating Runner","Kokopel","THQ","North_America","October 26, 1996",1996-10-26,10,1996,"PS1","5th"
"6676","Floating Runner","Kokopel","THQ","PAL","1996",NA,NA,1996,"PS1","5th"
"6677","Flying Squadron","Naps Team","Phoenix Games","PAL","2003",NA,NA,2003,"PS1","5th"
"6678","Football Madness","Naps Team","Phoenix Games","PAL","March 28, 2003",2003-03-28,3,2003,"PS1","5th"
